0x0	0x80
0xf	0xe0
0x3f	0xe3547335
0x2	0x40
0x5	0x4
0x9	0x9f
0xd	0x0
0x13	0x9db5dbe4
0x19	0x63
0x1e	0x9db5dbe4
0x29	0xbb1757cf
0x34	0xe1f21c67
0x4a	0xe7414ab5
0x55	0xeae787dc
0x5f	0x3c64
0x65	0x25d68c6
0x70	0x582515c7
0x7b	0x6effec50
0x86	0x789f93f6
0x91	0x8da5cb5b
0x9b	0x3c87
0xa1	0x3caa
0xae	0xb5
0xb2	0x0
0xb7	0xd0
0xba	0x4
0xc2	0xcb
0xc7	0x127d
0xcc	0x278
0xd6	0xdd
0xda	0x0
0xdf	0xf8
0xe2	0x4
0xea	0xf3
0xef	0x1359
0xf4	0x51a
0xfe	0x105
0x102	0x0
0x107	0x120
0x10a	0x4
0x112	0x11b
0x117	0x1397
0x11c	0x6e4
0x121	0x40
0x124	0x12d
0x129	0x1492
0x12e	0x40
0x13a	0x141
0x13e	0x0
0x143	0x15c
0x146	0x4
0x14e	0x157
0x153	0x14b2
0x158	0x823
0x162	0x169
0x166	0x0
0x16b	0x172
0x16e	0x915
0x173	0x40
0x176	0x17f
0x17b	0x1525
0x180	0x40
0x185	0x20
0x18c	0x193
0x190	0x0
0x195	0x1ae
0x198	0x4
0x1a0	0x1a9
0x1a5	0x153e
0x1aa	0x92d
0x1b4	0x1bb
0x1b8	0x0
0x1bd	0x1d6
0x1c0	0x4
0x1c8	0x1d1
0x1cd	0x158e
0x1d2	0xa73
0x1dc	0x1e3
0x1e0	0x0
0x1e5	0x1fe
0x1e8	0x4
0x1f0	0x1f9
0x1f5	0x153e
0x1fa	0xba5
0x204	0x20b
0x208	0x0
0x20d	0x226
0x210	0x4
0x218	0x221
0x21d	0x158e
0x222	0xceb
0x22c	0x233
0x230	0x0
0x235	0x24e
0x238	0x4
0x240	0x249
0x245	0x15eb
0x24a	0xe1d
0x254	0x25b
0x258	0x0
0x25d	0x276
0x260	0x4
0x268	0x271
0x26d	0x166f
0x272	0x108c
0x916	0x16d2ca29c1d083abed2550edf743cc5544158c85
0x3c65	0x0
0x3c88	0x0
0x3cab	0x0
0x3ede	0x3f06
0x3ee0	0x3f09
0x3ee2	0x3f0c
0x3ee4	0x3f0f
0x3ee6	0x3f12
0x3ee8	0x3f15
0x3eea	0x3ef7
0x3eec	0x3efa
0x3eee	0x3efd
0x3ef0	0x3f00
0x3ef2	0x3f03
0x3ef4	0x3ef6
0x3ef8	0xaa
0x3efb	0xd2
0x3efe	0xfa
0x3f01	0x136
0x3f04	0x15e
0x3f07	0x188
0x3f0a	0x1b0
0x3f0d	0x1d8
0x3f10	0x200
0x3f13	0x228
