0x14d3	9	0x505	2
0x1721	7	0xec5	2
0x1a11	3	0x13d	1
0x1a11	3	0x298	1
0x1a11	3	0x376	1
0x1a33	22	0x2ec7	9
0x1a42	3	0x167	1
0x1a42	3	0x1a3	1
0x1a42	3	0x3a0	1
0x1b0a	4	0x1c4	1
0x1b0a	4	0x1ec	1
0x1b0a	4	0x35b	1
0x1b0a	4	0x426	1
0x1eef	7	0x1f23	2
0x1eef	7	0x2dab	2
0x1eef	7	0x2de3	2
0x20c7	10	0x1087	2
0x20c7	10	0x111c	2
0x20c7	10	0x11ba	2
0x20c7	10	0x12cc	2
0x20f2	11	0x2101	5
0x2101	5	0x2fc	1
0x2101	5	0x8ba	1
0x2101	5	0xa53	1
0x2101	5	0xbc2	1
0x2101	5	0xe5a	1
0x21ca	18	0x28c8	2
0x21ca	18	0x2a6f	2
0x21ca	18	0x2afd	2
0x21ca	18	0x2b65	2
0x21ca	18	0x2c27	2
0x21ca	18	0x2c8f	2
0x2437	5	0x2d52	2
0x2437	5	0x2d9e	2
