0x1336	0x24d9	0x1309b
0x1359	0x1fe2	0x130c2
0x2a5	0x2cd6	0x2f5
0x8b4	0x24d9	0x8ea
0xed9	0x3c2e	0xf15
0xe60	0x25c0	0x12fed
0x1fe2	0x1f81	0x1fea
0x1c49	0x2cd6	0x1c99
0x1211	0x25c0	0x13061
0x3367B0x196d	0x25c0	0x3379B0x196d
0x3346B0x196d	0x25c0	0x3359B0x196d
0x398cB0xdcf	0x25c0	0x13b1aB0xdcf
0x39dbB0xdcf	0x25c0	0x39edB0xdcf
0x38f5B0xdcf	0x25c0	0x390fB0xdcf
0x390fB0xdcf	0x25c0	0x391fB0xdcf
0x391fB0xdcf	0x25c0	0x392fB0xdcf
0x39f7B0xdcf	0x25c0	0x3a12B0xdcf
0x39bdB0xdcf	0x25c0	0x39d3B0xdcf
0x39abB0xdcf	0x25c0	0x13b41B0xdcf
0x13b1aB0xdcf	0x2559	0x39abB0xdcf
0x13b41B0xdcf	0x2559	0x39b1B0xdcf
0x3693B0x268	0x1f81	0x373fB0x268
0x3693B0x1bfb	0x1f81	0x373fB0x1bfb
0x37c5B0x27f	0x25c0	0x37d0B0x27f
0x37d0B0x27f	0x25c0	0x37dfB0x27f
0x138ebB0x494	0x3c2e	0x2fddB0x494
0x2f91B0x494	0x2fa0	0x138ebB0x494
0x13941B0x494	0x3c2e	0x2fddB0x494
0x3232B0x494	0x2fa0	0x13941B0x494
0x398cB0x2f3aB0x494	0x25c0	0x13b1aB0x2f3aB0x494
0x39dbB0x2f3aB0x494	0x25c0	0x39edB0x2f3aB0x494
0x38f5B0x2f3aB0x494	0x25c0	0x390fB0x2f3aB0x494
0x390fB0x2f3aB0x494	0x25c0	0x391fB0x2f3aB0x494
0x391fB0x2f3aB0x494	0x25c0	0x392fB0x2f3aB0x494
0x39f7B0x2f3aB0x494	0x25c0	0x3a12B0x2f3aB0x494
0x39bdB0x2f3aB0x494	0x25c0	0x39d3B0x2f3aB0x494
0x39abB0x2f3aB0x494	0x25c0	0x13b41B0x2f3aB0x494
0x13b1aB0x2f3aB0x494	0x2559	0x39abB0x2f3aB0x494
0x13b41B0x2f3aB0x494	0x2559	0x39b1B0x2f3aB0x494
0x37c5B0x1c15	0x25c0	0x37d0B0x1c15
0x37d0B0x1c15	0x25c0	0x37dfB0x1c15
0x138ebB0x1de3	0x3c2e	0x2fddB0x1de3
0x2f91B0x1de3	0x2fa0	0x138ebB0x1de3
0x13941B0x1de3	0x3c2e	0x2fddB0x1de3
0x3232B0x1de3	0x2fa0	0x13941B0x1de3
0x398cB0x2f3aB0x1de3	0x25c0	0x13b1aB0x2f3aB0x1de3
0x39dbB0x2f3aB0x1de3	0x25c0	0x39edB0x2f3aB0x1de3
