0x52d
0x578
0x5b2
0x6b2
0x6ec
0x72f
0x772
0x12d7
0x1311
0x1348
0x1362
0x13a2
0x150f
0x15e3
0x1978
0x1a62
0x1a7b
0x1b1c
0x13c16
0x13c3d
