family_id,n,pos,seq_advantage
F00675,32,0,-0.21569634703196347
F00206,1,1,-0.21598173515981733
F00162,1,1,-0.21803652968036524
F01228,1,0,-0.22397260273972602
F01082,1,0,-0.22442922374429225
F00840,1,0,-0.2253424657534247
F00746,10,0,-0.22552511415525114
F01093,1,0,-0.22579908675799082
F00118,1,1,-0.22648401826484021
F00809,2,0,-0.22853881278538812
F00064,2,1,-0.2305936073059361
F01191,2,0,-0.2317351598173516
F00668,6,0,-0.23181126331811264
F00734,1,0,-0.23401826484018268
F00004,58,58,-0.23414422925523531
F00684,48,0,-0.23443683409436833
F01020,1,0,-0.23858447488584472
F01249,1,0,-0.23904109589041095
F00071,4,4,-0.23949771689497715
F00181,6,6,-0.23957382039573816
F00087,2,2,-0.2410958904109589
F00826,1,0,-0.24406392694063922
F00735,2,0,-0.24703196347031958
F01261,2,0,-0.24863013698630135
F01067,2,0,-0.25159817351598174
F01295,1,0,-0.2527397260273973
F00761,2,0,-0.25342465753424653
F00663,3,0,-0.25350076103500757
F00776,6,0,-0.2537290715372907
F00983,2,0,-0.254337899543379
F00834,8,0,-0.25707762557077624
F00987,2,0,-0.2589041095890411
F00872,1,0,-0.25913242009132414
F00185,4,4,-0.2600456621004566
F01290,1,0,-0.2600456621004566
F01214,1,0,-0.2605022831050228
F00058,1,1,-0.26347031963470313
F00864,2,0,-0.26438356164383564
F01254,1,0,-0.265068493150685
F01225,1,0,-0.2655251141552511
F00962,2,0,-0.26621004566210044
F00768,1,0,-0.267351598173516
F00884,2,0,-0.2689497716894977
F01260,1,0,-0.269634703196347
F00227,1,0,-0.27009132420091325
F00005,2,2,-0.2703196347031963
F01042,1,0,-0.2705479452054795
F01101,1,0,-0.2714611872146118
F01007,2,0,-0.27214611872146116
F01157,1,0,-0.2728310502283105
F00670,2,0,-0.27351598173515984
F00759,2,0,-0.27397260273972607
F00847,1,0,-0.2746575342465753
F00846,1,0,-0.2751141552511415
F00754,1,0,-0.2787671232876712
F00797,2,0,-0.2794520547945205
F01141,2,0,-0.2799086757990868
F00769,1,0,-0.280593607305936
F01014,1,0,-0.2815068493150685
F01005,1,0,-0.2819634703196347
F01203,1,0,-0.28242009132420093
F00931,4,0,-0.28253424657534243
F00738,1,0,-0.2833333333333334
F01206,1,0,-0.2837899543378995
F01114,1,0,-0.2842465753424657
F01077,1,0,-0.2851598173515982
F00981,1,0,-0.2856164383561644
F01043,1,0,-0.28607305936073063
F01211,1,0,-0.28652968036529675
F00854,1,0,-0.2874429223744292
F01242,1,0,-0.28835616438356165
F00194,1,1,-0.28904109589041094
F01310,1,0,-0.2892694063926941
F00857,3,0,-0.29079147640791475
F00710,8,0,-0.291324200913242
F01300,1,0,-0.2933789954337899
F00672,8,0,-0.29349315068493154
F00915,3,0,-0.29520547945205483
F00885,2,0,-0.29726027397260274
F01098,1,0,-0.2979452054794521
F00860,1,0,-0.3020547945205479
F01119,1,0,-0.3025114155251141
F01047,1,0,-0.30662100456621005
F00785,3,0,-0.30677321156773213
F00739,1,0,-0.3070776255707763
F01279,1,0,-0.3075342465753425
F01213,2,0,-0.310730593607306
F00792,1,0,-0.310730593607306
F00727,1,0,-0.3166666666666667
F00946,2,0,-0.31917808219178084
F01004,3,0,-0.31925418569254177
F00662,4,0,-0.3205479452054794
F01168,1,0,-0.323972602739726
F01094,2,0,-0.32511415525114157
F01108,3,0,-0.32549467275494676
F01079,2,0,-0.326027397260274
F01144,1,0,-0.3276255707762557
F01068,1,0,-0.3289954337899544
F00783,7,0,-0.32977821265492496
F00985,2,0,-0.33013698630136984
F00992,1,0,-0.33173515981735163
F01064,1,0,-0.33219178082191786
F00878,1,0,-0.33356164383561643
F01032,1,0,-0.33401826484018265
F01096,2,0,-0.334703196347032
F00133,1,1,-0.33515981735159817
F00850,26,0,-0.34081489286968747
F00042,1,1,-0.34178082191780823
F01180,1,0,-0.3477168949771689
F01102,1,0,-0.3490867579908676
F00893,3,0,-0.34923896499238966
F01145,1,0,-0.3509132420091324
F00827,2,0,-0.35388127853881274
F01220,1,0,-0.3545662100456621
F00833,3,0,-0.35776255707762555
F01053,1,0,-0.3618721461187215
F00829,1,0,-0.36324200913242005
F00742,2,0,-0.3632420091324201
F00980,1,0,-0.3636986301369863
F00852,2,0,-0.3659817351598173
F01267,1,0,-0.36689497716894975
F00763,2,0,-0.3680365296803653
F01162,1,0,-0.36872146118721466
F00782,1,0,-0.37009132420091323
F01124,1,0,-0.37054794520547946
F01106,1,0,-0.3710045662100457
F01118,1,0,-0.3714611872146119
F00748,1,0,-0.37237442922374425
F00803,1,0,-0.3751141552511415
F01000,1,0,-0.37602739726027395
F01090,1,0,-0.3764840182648402
F01230,3,0,-0.37754946727549465
F00820,1,0,-0.37922374429223743
F01033,1,0,-0.3805936073059361
F00697,1,0,-0.3810502283105022
F00862,3,0,-0.3810502283105022
F01087,2,0,-0.38310502283105025
F01074,2,0,-0.38447488584474887
F00907,1,0,-0.38515981735159815
F00916,2,0,-0.38721461187214606
F01137,1,0,-0.39200913242009133
F00974,1,0,-0.3929223744292238
F00699,2,0,-0.393607305936073
F00969,1,0,-0.39566210045662104
F01076,1,0,-0.3984018264840183
F01006,1,0,-0.4006849315068493
F00666,6,0,-0.40228310502283104
F00910,1,0,-0.4038812785388128
F00938,1,0,-0.40479452054794524
F01188,1,0,-0.40525114155251146
F00896,1,0,-0.40662100456621003
F00991,1,0,-0.41210045662100453
F01164,4,0,-0.41244292237442925
F00984,3,0,-0.4171232876712329
F00920,1,0,-0.4189497716894977
F01084,2,0,-0.41963470319634705
F01081,1,0,-0.4257990867579909
F00720,10,0,-0.42671232876712323
F00151,1,1,-0.4340182648401827
F00711,4,0,-0.4351598173515982
F01038,1,0,-0.4390410958904109
F00804,1,0,-0.4445205479452055
F00687,1,0,-0.44497716894977174
F00674,1,0,-0.4824200913242009
F01008,2,0,-0.48789954337899544
F00821,2,0,-0.5235159817351598
F01133,1,0,-0.5404109589041095
F00696,12,0,-0.5447488584474887
F01046,1,0,-0.5659817351598173
F01198,1,0,-0.6029680365296803
F01054,1,0,-0.6052511415525115
F00026,2,2,-0.6872146118721462
F01125,1,0,-0.695662100456621
F00108,1,1,-0.7013698630136986
F00954,1,0,-0.7198630136986301
F00016,4,4,-0.7481735159817351
