task,model,seed,fold,threshold,splitter,split,selected_C,inner_selection_AUPRC
first_stop_primary,first_stop_full_773,7705,3,0.21231679618358612,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7705,4,0.04001644626259804,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7706,0,0.3738034963607788,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7706,1,0.10855161398649216,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7706,2,0.03510160371661186,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7706,3,0.05484842136502266,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_full_773,7706,4,0.029421789571642876,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7702,0,0.11596836894750595,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7702,1,0.07599781453609467,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7702,2,0.2065463662147522,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7702,3,0.3533473014831543,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7702,4,0.07492000609636307,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7703,0,0.232016459107399,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7703,1,0.10054431855678558,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7703,2,0.2957565486431122,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7703,3,0.036106280982494354,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7703,4,0.08526880294084549,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7704,0,0.4579431414604187,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7704,1,0.22776342928409576,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7704,2,0.016754118725657463,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7704,3,0.10135919600725174,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7704,4,0.03057069331407547,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7705,0,0.2440193146467209,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7705,1,0.028966255486011505,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7705,2,0.024315061047673225,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7705,3,0.25494474172592163,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7705,4,0.0929500088095665,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7706,0,0.659011960029602,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7706,1,0.10693106055259705,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7706,2,0.015994520857930183,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7706,3,0.06235310807824135,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length,7706,4,0.03367466479539871,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7702,0,0.11718056350946426,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7702,1,0.07783394306898117,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7702,2,0.1869715005159378,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7702,3,0.1709286868572235,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7702,4,0.047632575035095215,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7703,0,0.12511084973812103,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7703,1,0.08887472003698349,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7703,2,0.37030380964279175,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7703,3,0.045898713171482086,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7703,4,0.12251678854227066,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7704,0,0.4657081961631775,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7704,1,0.3722139298915863,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7704,2,0.020630890503525734,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7704,3,0.08417799323797226,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7704,4,0.07478924095630646,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7705,0,0.12208376824855804,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7705,1,0.04446550831198692,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7705,2,0.030680276453495026,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7705,3,0.18605691194534302,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7705,4,0.06118911877274513,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7706,0,0.7275339365005493,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7706,1,0.08418093621730804,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7706,2,0.015200664289295673,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7706,3,0.034832216799259186,StratifiedGroupKFold,family,,
first_stop_primary,first_stop_no_length_metadata,7706,4,0.49601972103118896,StratifiedGroupKFold,family,,
