0x36b
0x38f
0x3c3
0x43a
0x46e
0x48d
0x50b
0x6ad
0x6e9
0x735
0x7c2
0x80e
0x837
0x8cb
0xc5e
0xc5f
0xec9
0xeca
0xecb
0xecc
0xecd
0xece
0xecf
0xed0
0xf5e
0xf5f
0xf60
0xf61
0xf62
0xf63
0xf64
0xf65
0xf66
0xf67
0xf68
0xf69
0xf7e
0xf9b
0xfb7
0xfd8
0x1039
0x10c4
0x10e1
0x10fd
0x111a
0x1137
0x1279
0x127a
0x129b
0x129c
0x129d
0x129f
0x12a1
0x12a2
0x12a4
0x12a5
0x12cd
0x130a
0x1341
0x1393
0x13ba
0x1412
0x1462
0x14d7
0x14fc
0x153c
0x156a
0x1587
0x159d
0x159e
0x15bf
0x15c0
0x15c1
0x15c3
0x15c5
0x15c6
0x15c8
0x15c9
0x1702
0x1703
0x1704
0x1705
0x1728
0x1749
0x1774
0x17a6
0x17c8
0x17e4
0x1851
0x1868
0x1869
0x188a
0x188b
0x188c
0x188e
0x1890
0x1891
0x1893
0x1894
0x18ce
0x1927
0x195f
0x1a1f
0x1ae3
