condition,seed,fold,model,n_test,n_positive,AUPRC,AUROC,Brier,threshold_05,recall_at_5pct_nominal_fpr,realized_fpr_at_threshold
bridge_frozen_folds,7702,0,authguard_seq,446,152,0.8299531181231297,0.8851928929466523,0.15365318946223191,0.7618428931085479,0.5723684210526315,0.030612244897959183
bridge_frozen_folds,7702,0,emulator_logreg,446,152,0.9082057683121552,0.9662101682778376,0.057373527929074845,0.8377327867835411,0.6907894736842105,0.034013605442176874
bridge_frozen_folds,7702,1,authguard_seq,446,146,0.9451486191609457,0.9660730593607306,0.0629819529165667,0.9076915208185892,0.863013698630137,0.04
bridge_frozen_folds,7702,1,emulator_logreg,446,146,0.8921061272976386,0.9504452054794521,0.10495283629194274,0.0839932650937046,1.0,0.19333333333333333
bridge_frozen_folds,7702,2,authguard_seq,427,145,0.9290184905818535,0.9737099535338714,0.09530623173410381,0.01808988850257114,0.903448275862069,0.06028368794326241
bridge_frozen_folds,7702,2,emulator_logreg,427,145,0.9292090609179846,0.979224749327464,0.037717627610402406,0.6722747523170792,0.9586206896551724,0.03900709219858156
bridge_frozen_folds,7702,3,authguard_seq,447,93,0.958906605586601,0.9872425733552032,0.036661386500437175,0.2465430346977775,0.9247311827956989,0.03954802259887006
bridge_frozen_folds,7702,3,emulator_logreg,447,93,0.9082511644850084,0.9811372334609075,0.051423419361218116,0.843137216562728,0.7526881720430108,0.014124293785310734
bridge_frozen_folds,7702,4,authguard_seq,424,191,0.9478632215333472,0.9757769139159158,0.055157040730269835,0.44131521626828263,0.9895287958115183,0.09012875536480687
bridge_frozen_folds,7702,4,emulator_logreg,424,191,0.938794804517641,0.9679235107745545,0.05075455447979461,0.7873964211563192,0.7329842931937173,0.04721030042918455
