estimator,seed,model,architecture,clean_detected_rate,n_positive_observations,n_eligible_observations,n_eligible_families,random_ASR,beam_ASR,strongest_ASR,robust_recall,successful_evasions,unsuccessful_attacks,invalid_attacks
A_sensitivity,7702,authguard_seq,AuthGuard-Seq,0.8514442916093535,727,619,191,0.14054927302100162,0.11631663974151858,0.14054927302100162,0.7317744154057771,87,532,0
A_sensitivity,7702,emulator_logreg,15-feature LR,0.8253094910591472,727,600,160,0.5416666666666666,0.43166666666666664,0.5416666666666666,0.3782668500687758,325,275,0
A_sensitivity,7703,authguard_seq,AuthGuard-Seq,0.8473177441540578,727,616,187,0.21915584415584416,0.17207792207792208,0.21915584415584416,0.6616231086657497,135,481,0
A_sensitivity,7703,emulator_logreg,15-feature LR,0.8253094910591472,727,600,160,0.5416666666666666,0.43166666666666664,0.5416666666666666,0.3782668500687758,325,275,0
A_sensitivity,7704,authguard_seq,AuthGuard-Seq,0.8720770288858322,727,634,185,0.18769716088328076,0.13722397476340695,0.18769716088328076,0.7083906464924347,119,515,0
A_sensitivity,7704,emulator_logreg,15-feature LR,0.8253094910591472,727,600,160,0.5416666666666666,0.43166666666666664,0.5416666666666666,0.3782668500687758,325,275,0
