condition,seed,fold,model,n_test,n_positive,AUPRC,AUROC,Brier,threshold_05,recall_at_5pct_nominal_fpr,realized_fpr_at_threshold
bridge_frozen_folds,7704,0,authguard_seq,446,152,0.9068951930486492,0.9640955066237021,0.07414002786083972,0.6098818796266194,0.5592105263157895,0.04081632653061224
bridge_frozen_folds,7704,0,emulator_logreg,446,152,0.9082057683121552,0.9662101682778376,0.057373527929074845,0.8377327867835411,0.6907894736842105,0.034013605442176874
bridge_frozen_folds,7704,1,authguard_seq,446,146,0.9563391370878308,0.983972602739726,0.050710457996556046,0.09101211825358643,0.958904109589041,0.056666666666666664
bridge_frozen_folds,7704,1,emulator_logreg,446,146,0.8921061272976386,0.9504452054794521,0.10495283629194274,0.0839932650937046,1.0,0.19333333333333333
bridge_frozen_folds,7704,2,authguard_seq,427,145,0.9515485113532336,0.9731230129616043,0.0709055067739073,0.009878081950264647,0.9724137931034482,0.07446808510638298
bridge_frozen_folds,7704,2,emulator_logreg,427,145,0.9292090609179846,0.979224749327464,0.037717627610402406,0.6722747523170792,0.9586206896551724,0.03900709219858156
bridge_frozen_folds,7704,3,authguard_seq,447,93,0.9846049872867219,0.9944717817872547,0.02051759408317197,0.6667040761323692,0.8602150537634409,0.002824858757062147
bridge_frozen_folds,7704,3,emulator_logreg,447,93,0.9082511644850084,0.9811372334609075,0.051423419361218116,0.843137216562728,0.7526881720430108,0.014124293785310734
bridge_frozen_folds,7704,4,authguard_seq,424,191,0.9655085606919201,0.9812821607532076,0.059263248280718904,0.36400287066076087,0.9842931937172775,0.06437768240343347
bridge_frozen_folds,7704,4,emulator_logreg,424,191,0.938794804517641,0.9679235107745545,0.05075455447979461,0.7873964211563192,0.7329842931937173,0.04721030042918455
