0x0	0xd
0x14dfB0x15c4B0x1e5	0x14edB0x15c4B0x1e5
0x1209B0x15f3B0x1e5	0x121eB0x15f3B0x1e5
0x1226B0x15f3B0x1e5	0x123aB0x15f3B0x1e5
0x11f3B0x15f3B0x1e5	0x1201B0x15f3B0x1e5
0x118bB0x1199B0x1555B0x1e5	0x1192B0x1199B0x1555B0x1e5
0x118bB0x1199B0x1563B0x1e5	0x1192B0x1199B0x1563B0x1e5
0x167cB0x276	0x1691B0x276
0x16daB0x276	0x16f3B0x276
0x1209B0x16fbB0x276	0x121eB0x16fbB0x276
0x1226B0x16fbB0x276	0x123aB0x16fbB0x276
0x11f3B0x16fbB0x276	0x1201B0x16fbB0x276
0x118bB0x1199B0x1699B0x276	0x1192B0x1199B0x1699B0x276
0x118bB0x1199B0x16a7B0x276	0x1192B0x1199B0x16a7B0x276
0x11c1B0x11cfB0x16b8B0x276	0x11c8B0x11cfB0x16b8B0x276
0x11c1B0x11cfB0x16c9B0x276	0x11c8B0x11cfB0x16c9B0x276
0x17ceB0x326	0x17dcB0x326
0x118bB0x17b9B0x17e4B0x326	0x1192B0x17b9B0x17e4B0x326
0x17ceB0x533	0x17dcB0x533
0x118bB0x17b9B0x17e4B0x533	0x1192B0x17b9B0x17e4B0x533
0x17ceB0xaca	0x17dcB0xaca
0x118bB0x17b9B0x17e4B0xaca	0x1192B0x17b9B0x17e4B0xaca
0x1d78B0x1e1eB0xaee	0x1da3B0x1e1eB0xaee
0x1d78B0x1e31B0xaee	0x1da3B0x1e31B0xaee
0x17ceB0xdde	0x17dcB0xdde
0x118bB0x17b9B0x17e4B0xdde	0x1192B0x17b9B0x17e4B0xdde
0x10edB0xc5	0x10fbB0xc5
0x10caB0x10d8B0x1103B0xc5	0x10d1B0x10d8B0x1103B0xc5
0x75aB0x1a9	0x77cB0x1a9
0x703B0x1a9	0x711B0x1a9
0x74bB0x1a9	0x74eB0x1a9
0x799B0x1a9	0x7b5B0x1a9
0x7efB0x1a9	0x7fcB0x1a9
0x819B0x1a9	0x83aB0x1a9
0x862B0x1a9	0x87eB0x1a9
0x89fB0x1a9	0x8a4B0x1a9
0x8baB0x1a9	0x8cfB0x1a9
0x74eB0x1a9	0x75aB0x1a9
0x1ad3B0x842B0x1a9	0x1ae8B0x842B0x1a9
0x1af0B0x842B0x1a9	0x1b0aB0x842B0x1a9
0x1b12B0x842B0x1a9	0x1b26B0x842B0x1a9
0x1be2B0x8cfB0x1a9	0x1bebB0x8cfB0x1a9
0x1bdfB0x8cfB0x1a9	0x1be2B0x8cfB0x1a9
0x14b2B0x784B0x1a9	0x14c0B0x784B0x1a9
0x118bB0x1199B0x14c8B0x784B0x1a9	0x1192B0x1199B0x14c8B0x784B0x1a9
0x14b2B0x804B0x1a9	0x14c0B0x804B0x1a9
0x118bB0x1199B0x14c8B0x804B0x1a9	0x1192B0x1199B0x14c8B0x804B0x1a9
0x164fB0x24d	0x165dB0x24d
0x162cB0x163aB0x1665B0x24d	0x1633B0x163aB0x1665B0x24d
0xbbfB0x263	0xbd3B0x263
0xc00B0x263	0xc0bB0x263
0xc45B0x263	0xca3B0x263
0xceeB0x263	0xd04B0x263
0xd31B0x263	0xd36B0x263
0x1e7bB0xbdcB0x263	0x1e89B0xbdcB0x263
0x11c1B0x1e66B0x1e91B0xbdcB0x263	0x11c8B0x1e66B0x1e91B0xbdcB0x263
0x17ceB0xcacB0x263	0x17dcB0xcacB0x263
0x118bB0x17b9B0x17e4B0xcacB0x263	0x1192B0x17b9B0x17e4B0xcacB0x263
0x1f69B0xd0dB0x263	0x1f77B0xd0dB0x263
0x1f46B0x1f54B0x1f7fB0xd0dB0x263	0x1f4dB0x1f54B0x1f7fB0xd0dB0x263
0xe78B0x2c9	0xe84B0x2c9
0xe69B0x2c9	0xe6cB0x2c9
0xed9B0x2c9	0xeedB0x2c9
0xf1aB0x2c9	0xf26B0x2c9
0xf4dB0x2c9	0xfaaB0x2c9
0xff5B0x2c9	0x100bB0x2c9
0x1038B0x2c9	0x103dB0x2c9
0x1077B0x2c9	0x1078B0x2c9
0xe6cB0x2c9	0xe78B0x2c9
0xf26B0x2c9	0xf30B0x2c9
0x1e7bB0xef6B0x2c9	0x1e89B0xef6B0x2c9
0x11c1B0x1e66B0x1e91B0xef6B0x2c9	0x11c8B0x1e66B0x1e91B0xef6B0x2c9
0x17ceB0xfb3B0x2c9	0x17dcB0xfb3B0x2c9
0x118bB0x17b9B0x17e4B0xfb3B0x2c9	0x1192B0x17b9B0x17e4B0xfb3B0x2c9
0x1f69B0x1014B0x2c9	0x1f77B0x1014B0x2c9
0x1f46B0x1f54B0x1f7fB0x1014B0x2c9	0x1f4dB0x1f54B0x1f7fB0x1014B0x2c9
0x164fB0xe8cB0x2c9	0x165dB0xe8cB0x2c9
0x162cB0x163aB0x1665B0xe8cB0x2c9	0x1633B0x163aB0x1665B0xe8cB0x2c9
0x164fB0xf38B0x2c9	0x165dB0xf38B0x2c9
0x162cB0x163aB0x1665B0xf38B0x2c9	0x1633B0x163aB0x1665B0xf38B0x2c9
