0x8	0xf
0x23e7V0x1a2bV0x17c	0x5398B0x1a2bB0x17c
0x23e0V0x1a2bV0x17c	0x23ecB0x1a2bB0x17c
0x23eeV0x1a2bV0x17c	0x23f9B0x1a2bB0x17c
0x23c9V0x23ecV0x1a2bV0x17c	0x23d1B0x23ecB0x1a2bB0x17c
0x2262V0x23c3B0x23ecV0x1a2bV0x17c	0x2269B0x23c3B0x23ecB0x1a2bB0x17c
0x2257V0x23c3B0x23ecV0x1a2bV0x17c	0x225fB0x23c3B0x23ecB0x1a2bB0x17c
0x1cf4V0x2256V0x23c3B0x23ecV0x1a2bV0x17c	0x1cfcB0x2256B0x23c3B0x23ecB0x1a2bB0x17c
0x1cf8V0x2256V0x23c3B0x23ecV0x1a2bV0x17c	0x1cd3B0x2256B0x23c3B0x23ecB0x1a2bB0x17c
0x23e7V0x1b59V0x17c	0x5398B0x1b59B0x17c
0x23e0V0x1b59V0x17c	0x23ecB0x1b59B0x17c
0x23eeV0x1b59V0x17c	0x23f9B0x1b59B0x17c
0x23c9V0x23ecV0x1b59V0x17c	0x23d1B0x23ecB0x1b59B0x17c
0x2262V0x23c3B0x23ecV0x1b59V0x17c	0x2269B0x23c3B0x23ecB0x1b59B0x17c
0x2257V0x23c3B0x23ecV0x1b59V0x17c	0x225fB0x23c3B0x23ecB0x1b59B0x17c
0x1cf4V0x2256V0x23c3B0x23ecV0x1b59V0x17c	0x1cfcB0x2256B0x23c3B0x23ecB0x1b59B0x17c
0x1cf8V0x2256V0x23c3B0x23ecV0x1b59V0x17c	0x1cd3B0x2256B0x23c3B0x23ecB0x1b59B0x17c
