0x8	0xf
0x23eeV0xe0bV0x149	0x23f9B0xe0bB0x149
0x23c9V0x23ecV0xe0bV0x149	0x23d1B0x23ecB0xe0bB0x149
0x2262V0x23c3B0x23ecV0xe0bV0x149	0x2269B0x23c3B0x23ecB0xe0bB0x149
0x2257V0x23c3B0x23ecV0xe0bV0x149	0x225fB0x23c3B0x23ecB0xe0bB0x149
0x1cf4V0x2256V0x23c3B0x23ecV0xe0bV0x149	0x1cfcB0x2256B0x23c3B0x23ecB0xe0bB0x149
0x1cf8V0x2256V0x23c3B0x23ecV0xe0bV0x149	0x1cd3B0x2256B0x23c3B0x23ecB0xe0bB0x149
0x2380V0xe83V0x149	0x5375B0xe83B0x149
0x2379V0xe83V0x149	0x2385B0xe83B0x149
0x2387V0xe83V0x149	0x2392B0xe83B0x149
0x2362V0x2385V0xe83V0x149	0x236aB0x2385B0xe83B0x149
0x20a4V0x235cB0x2385V0xe83V0x149	0x20abB0x235cB0x2385B0xe83B0x149
0x2099V0x235cB0x2385V0xe83V0x149	0x20a1B0x235cB0x2385B0xe83B0x149
0x23e7V0xef0V0x149	0x5398B0xef0B0x149
0x23e0V0xef0V0x149	0x23ecB0xef0B0x149
0x23eeV0xef0V0x149	0x23f9B0xef0B0x149
0x23c9V0x23ecV0xef0V0x149	0x23d1B0x23ecB0xef0B0x149
0x2262V0x23c3B0x23ecV0xef0V0x149	0x2269B0x23c3B0x23ecB0xef0B0x149
0x2257V0x23c3B0x23ecV0xef0V0x149	0x225fB0x23c3B0x23ecB0xef0B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0xef0V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0xef0B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0xef0V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0xef0B0x149
0x1d1aV0xf14V0x149	0x1d25B0xf14B0x149
0x1d04V0x1d12V0xf14V0x149	0x1d0cB0x1d12B0xf14B0x149
0x1cf4V0x1d03V0x1d12V0xf14V0x149	0x1cfcB0x1d03B0x1d12B0xf14B0x149
0x1cf8V0x1d03V0x1d12V0xf14V0x149	0x1cd3B0x1d03B0x1d12B0xf14B0x149
0x2380V0xf66V0x149	0x5375B0xf66B0x149
0x2379V0xf66V0x149	0x2385B0xf66B0x149
0x2387V0xf66V0x149	0x2392B0xf66B0x149
0x2362V0x2385V0xf66V0x149	0x236aB0x2385B0xf66B0x149
0x20a4V0x235cB0x2385V0xf66V0x149	0x20abB0x235cB0x2385B0xf66B0x149
0x2099V0x235cB0x2385V0xf66V0x149	0x20a1B0x235cB0x2385B0xf66B0x149
0x23e7V0x1057V0x149	0x5398B0x1057B0x149
0x23e0V0x1057V0x149	0x23ecB0x1057B0x149
0x23eeV0x1057V0x149	0x23f9B0x1057B0x149
0x23c9V0x23ecV0x1057V0x149	0x23d1B0x23ecB0x1057B0x149
0x2262V0x23c3B0x23ecV0x1057V0x149	0x2269B0x23c3B0x23ecB0x1057B0x149
0x2257V0x23c3B0x23ecV0x1057V0x149	0x225fB0x23c3B0x23ecB0x1057B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x1057V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x1057B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x1057V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x1057B0x149
0x2380V0x10cfV0x149	0x5375B0x10cfB0x149
0x2379V0x10cfV0x149	0x2385B0x10cfB0x149
0x2387V0x10cfV0x149	0x2392B0x10cfB0x149
0x2362V0x2385V0x10cfV0x149	0x236aB0x2385B0x10cfB0x149
0x20a4V0x235cB0x2385V0x10cfV0x149	0x20abB0x235cB0x2385B0x10cfB0x149
0x2099V0x235cB0x2385V0x10cfV0x149	0x20a1B0x235cB0x2385B0x10cfB0x149
0x23e7V0x113cV0x149	0x5398B0x113cB0x149
0x23e0V0x113cV0x149	0x23ecB0x113cB0x149
0x23eeV0x113cV0x149	0x23f9B0x113cB0x149
0x23c9V0x23ecV0x113cV0x149	0x23d1B0x23ecB0x113cB0x149
0x2262V0x23c3B0x23ecV0x113cV0x149	0x2269B0x23c3B0x23ecB0x113cB0x149
0x2257V0x23c3B0x23ecV0x113cV0x149	0x225fB0x23c3B0x23ecB0x113cB0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x113cV0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x113cB0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x113cV0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x113cB0x149
0x1d1aV0x1160V0x149	0x1d25B0x1160B0x149
0x1d04V0x1d12V0x1160V0x149	0x1d0cB0x1d12B0x1160B0x149
0x1cf4V0x1d03V0x1d12V0x1160V0x149	0x1cfcB0x1d03B0x1d12B0x1160B0x149
0x1cf8V0x1d03V0x1d12V0x1160V0x149	0x1cd3B0x1d03B0x1d12B0x1160B0x149
0x2380V0x11b2V0x149	0x5375B0x11b2B0x149
0x2379V0x11b2V0x149	0x2385B0x11b2B0x149
0x2387V0x11b2V0x149	0x2392B0x11b2B0x149
0x2362V0x2385V0x11b2V0x149	0x236aB0x2385B0x11b2B0x149
0x20a4V0x235cB0x2385V0x11b2V0x149	0x20abB0x235cB0x2385B0x11b2B0x149
0x2099V0x235cB0x2385V0x11b2V0x149	0x20a1B0x235cB0x2385B0x11b2B0x149
0x23e7V0x12a4V0x149	0x5398B0x12a4B0x149
0x23e0V0x12a4V0x149	0x23ecB0x12a4B0x149
0x23eeV0x12a4V0x149	0x23f9B0x12a4B0x149
0x23c9V0x23ecV0x12a4V0x149	0x23d1B0x23ecB0x12a4B0x149
0x2262V0x23c3B0x23ecV0x12a4V0x149	0x2269B0x23c3B0x23ecB0x12a4B0x149
0x2257V0x23c3B0x23ecV0x12a4V0x149	0x225fB0x23c3B0x23ecB0x12a4B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x12a4V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x12a4B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x12a4V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x12a4B0x149
0x23e7V0x1314V0x149	0x5398B0x1314B0x149
0x23e0V0x1314V0x149	0x23ecB0x1314B0x149
0x23eeV0x1314V0x149	0x23f9B0x1314B0x149
0x23c9V0x23ecV0x1314V0x149	0x23d1B0x23ecB0x1314B0x149
0x2262V0x23c3B0x23ecV0x1314V0x149	0x2269B0x23c3B0x23ecB0x1314B0x149
0x2257V0x23c3B0x23ecV0x1314V0x149	0x225fB0x23c3B0x23ecB0x1314B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x1314V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x1314B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x1314V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x1314B0x149
0x2380V0x138cV0x149	0x5375B0x138cB0x149
0x2379V0x138cV0x149	0x2385B0x138cB0x149
0x2387V0x138cV0x149	0x2392B0x138cB0x149
0x2362V0x2385V0x138cV0x149	0x236aB0x2385B0x138cB0x149
0x20a4V0x235cB0x2385V0x138cV0x149	0x20abB0x235cB0x2385B0x138cB0x149
0x2099V0x235cB0x2385V0x138cV0x149	0x20a1B0x235cB0x2385B0x138cB0x149
0x23e7V0x1416V0x149	0x5398B0x1416B0x149
0x23e0V0x1416V0x149	0x23ecB0x1416B0x149
0x23eeV0x1416V0x149	0x23f9B0x1416B0x149
0x23c9V0x23ecV0x1416V0x149	0x23d1B0x23ecB0x1416B0x149
0x2262V0x23c3B0x23ecV0x1416V0x149	0x2269B0x23c3B0x23ecB0x1416B0x149
0x2257V0x23c3B0x23ecV0x1416V0x149	0x225fB0x23c3B0x23ecB0x1416B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x1416V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x1416B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x1416V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x1416B0x149
0x2502V0x143aV0x149	0x250dB0x143aB0x149
0x250eV0x143aV0x149	0x251aB0x143aB0x149
0x1d04V0x24faV0x143aV0x149	0x1d0cB0x24faB0x143aB0x149
0x1cf4V0x1d03V0x24faV0x143aV0x149	0x1cfcB0x1d03B0x24faB0x143aB0x149
0x1cf8V0x1d03V0x24faV0x143aV0x149	0x1cd3B0x1d03B0x24faB0x143aB0x149
0x1d04V0x250dV0x143aV0x149	0x1d0cB0x250dB0x143aB0x149
0x1cf4V0x1d03V0x250dV0x143aV0x149	0x1cfcB0x1d03B0x250dB0x143aB0x149
0x1cf8V0x1d03V0x250dV0x143aV0x149	0x1cd3B0x1d03B0x250dB0x143aB0x149
0x2380V0x1472V0x149	0x5375B0x1472B0x149
0x2379V0x1472V0x149	0x2385B0x1472B0x149
0x2387V0x1472V0x149	0x2392B0x1472B0x149
0x2362V0x2385V0x1472V0x149	0x236aB0x2385B0x1472B0x149
0x20a4V0x235cB0x2385V0x1472V0x149	0x20abB0x235cB0x2385B0x1472B0x149
0x2099V0x235cB0x2385V0x1472V0x149	0x20a1B0x235cB0x2385B0x1472B0x149
0x23e7V0x1565V0x149	0x5398B0x1565B0x149
0x23e0V0x1565V0x149	0x23ecB0x1565B0x149
0x23eeV0x1565V0x149	0x23f9B0x1565B0x149
0x23c9V0x23ecV0x1565V0x149	0x23d1B0x23ecB0x1565B0x149
0x2262V0x23c3B0x23ecV0x1565V0x149	0x2269B0x23c3B0x23ecB0x1565B0x149
0x2257V0x23c3B0x23ecV0x1565V0x149	0x225fB0x23c3B0x23ecB0x1565B0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x1565V0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x1565B0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x1565V0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x1565B0x149
0x2380V0x15ddV0x149	0x5375B0x15ddB0x149
0x2379V0x15ddV0x149	0x2385B0x15ddB0x149
0x2387V0x15ddV0x149	0x2392B0x15ddB0x149
0x2362V0x2385V0x15ddV0x149	0x236aB0x2385B0x15ddB0x149
0x20a4V0x235cB0x2385V0x15ddV0x149	0x20abB0x235cB0x2385B0x15ddB0x149
0x2099V0x235cB0x2385V0x15ddV0x149	0x20a1B0x235cB0x2385B0x15ddB0x149
0x23e7V0x164aV0x149	0x5398B0x164aB0x149
0x23e0V0x164aV0x149	0x23ecB0x164aB0x149
0x23eeV0x164aV0x149	0x23f9B0x164aB0x149
0x23c9V0x23ecV0x164aV0x149	0x23d1B0x23ecB0x164aB0x149
0x2262V0x23c3B0x23ecV0x164aV0x149	0x2269B0x23c3B0x23ecB0x164aB0x149
0x2257V0x23c3B0x23ecV0x164aV0x149	0x225fB0x23c3B0x23ecB0x164aB0x149
0x1cf4V0x2256V0x23c3B0x23ecV0x164aV0x149	0x1cfcB0x2256B0x23c3B0x23ecB0x164aB0x149
0x1cf8V0x2256V0x23c3B0x23ecV0x164aV0x149	0x1cd3B0x2256B0x23c3B0x23ecB0x164aB0x149
0x1d1aV0x166eV0x149	0x1d25B0x166eB0x149
0x1d04V0x1d12V0x166eV0x149	0x1d0cB0x1d12B0x166eB0x149
0x1cf4V0x1d03V0x1d12V0x166eV0x149	0x1cfcB0x1d03B0x1d12B0x166eB0x149
0x1cf8V0x1d03V0x1d12V0x166eV0x149	0x1cd3B0x1d03B0x1d12B0x166eB0x149
0x2380V0x16c0V0x149	0x5375B0x16c0B0x149
0x2379V0x16c0V0x149	0x2385B0x16c0B0x149
0x2387V0x16c0V0x149	0x2392B0x16c0B0x149
0x2362V0x2385V0x16c0V0x149	0x236aB0x2385B0x16c0B0x149
0x20a4V0x235cB0x2385V0x16c0V0x149	0x20abB0x235cB0x2385B0x16c0B0x149
0x2099V0x235cB0x2385V0x16c0V0x149	0x20a1B0x235cB0x2385B0x16c0B0x149
0x216aV0x167	0x51eeB0x167
0x2187V0x167	0x5211B0x167
0x21b4V0x167	0x5234B0x167
0x21e1V0x167	0x5257B0x167
0x220eV0x167	0x527aB0x167
0x2163V0x167	0x216fB0x167
0x2180V0x167	0x218cB0x167
0x218dV0x167	0x2198B0x167
0x21adV0x167	0x21b9B0x167
0x21baV0x167	0x21c5B0x167
0x21daV0x167	0x21e6B0x167
0x21e7V0x167	0x21f2B0x167
0x2207V0x167	0x2213B0x167
0x2214V0x167	0x221fB0x167
0x2139V0x218cV0x167	0x51cbB0x218cB0x167
0x2141V0x218cV0x167	0x214eB0x218cB0x167
0x2132V0x218cV0x167	0x213eB0x218cB0x167
0x207eV0x213eV0x218cV0x167	0x515cB0x213eB0x218cB0x167
0x20f2V0x213eV0x218cV0x167	0x51a8B0x213eB0x218cB0x167
0x20ebV0x213eV0x218cV0x167	0x20f7B0x213eB0x218cB0x167
0x2077V0x213eV0x218cV0x167	0x2083B0x213eB0x218cB0x167
0x211cV0x213eV0x218cV0x167	0x20f9B0x213eB0x218cB0x167
0x20feV0x213eV0x218cV0x167	0x2120B0x213eB0x218cB0x167
0x20c4V0x213eV0x218cV0x167	0x20d4B0x213eB0x218cB0x167
0x20c7V0x213eV0x218cV0x167	0x20cfB0x213eB0x218cB0x167
0x20cbV0x213eV0x218cV0x167	0x2069B0x213eB0x218cB0x167
0x2103V0x213eV0x218cV0x167	0x210cB0x213eB0x218cB0x167
0x2041V0x20cfV0x213eV0x218cV0x167	0x5110B0x20cfB0x213eB0x218cB0x167
0x203aV0x20cfV0x213eV0x218cV0x167	0x2046B0x20cfB0x213eB0x218cB0x167
0x205bV0x20cfV0x213eV0x218cV0x167	0x2064B0x20cfB0x213eB0x218cB0x167
0x2060V0x20cfV0x213eV0x218cV0x167	0x201eB0x20cfB0x213eB0x218cB0x167
0x201fV0x20cfV0x213eV0x218cV0x167	0x2027B0x20cfB0x213eB0x218cB0x167
0x2023V0x20cfV0x213eV0x218cV0x167	0x1fe1B0x20cfB0x213eB0x218cB0x167
0x2051V0x20cfV0x213eV0x218cV0x167	0x2058B0x20cfB0x213eB0x218cB0x167
0x2054V0x20cfV0x213eV0x218cV0x167	0x1fccB0x20cfB0x213eB0x218cB0x167
0x20b4V0x2102V0x213eV0x218cV0x167	0x20bcB0x2102B0x213eB0x218cB0x167
0x20a4V0x20aeB0x2102V0x213eV0x218cV0x167	0x20abB0x20aeB0x2102B0x213eB0x218cB0x167
0x2099V0x20aeB0x2102V0x213eV0x218cV0x167	0x20a1B0x20aeB0x2102B0x213eB0x218cB0x167
0x2139V0x21b9V0x167	0x51cbB0x21b9B0x167
0x2141V0x21b9V0x167	0x214eB0x21b9B0x167
0x2132V0x21b9V0x167	0x213eB0x21b9B0x167
0x207eV0x213eV0x21b9V0x167	0x515cB0x213eB0x21b9B0x167
0x20f2V0x213eV0x21b9V0x167	0x51a8B0x213eB0x21b9B0x167
0x20ebV0x213eV0x21b9V0x167	0x20f7B0x213eB0x21b9B0x167
0x2077V0x213eV0x21b9V0x167	0x2083B0x213eB0x21b9B0x167
0x211cV0x213eV0x21b9V0x167	0x20f9B0x213eB0x21b9B0x167
0x20feV0x213eV0x21b9V0x167	0x2120B0x213eB0x21b9B0x167
0x20c4V0x213eV0x21b9V0x167	0x20d4B0x213eB0x21b9B0x167
0x20c7V0x213eV0x21b9V0x167	0x20cfB0x213eB0x21b9B0x167
0x20cbV0x213eV0x21b9V0x167	0x2069B0x213eB0x21b9B0x167
0x2103V0x213eV0x21b9V0x167	0x210cB0x213eB0x21b9B0x167
0x2041V0x20cfV0x213eV0x21b9V0x167	0x5110B0x20cfB0x213eB0x21b9B0x167
0x203aV0x20cfV0x213eV0x21b9V0x167	0x2046B0x20cfB0x213eB0x21b9B0x167
0x205bV0x20cfV0x213eV0x21b9V0x167	0x2064B0x20cfB0x213eB0x21b9B0x167
0x2060V0x20cfV0x213eV0x21b9V0x167	0x201eB0x20cfB0x213eB0x21b9B0x167
0x201fV0x20cfV0x213eV0x21b9V0x167	0x2027B0x20cfB0x213eB0x21b9B0x167
0x2023V0x20cfV0x213eV0x21b9V0x167	0x1fe1B0x20cfB0x213eB0x21b9B0x167
0x2051V0x20cfV0x213eV0x21b9V0x167	0x2058B0x20cfB0x213eB0x21b9B0x167
0x2054V0x20cfV0x213eV0x21b9V0x167	0x1fccB0x20cfB0x213eB0x21b9B0x167
0x20b4V0x2102V0x213eV0x21b9V0x167	0x20bcB0x2102B0x213eB0x21b9B0x167
0x20a4V0x20aeB0x2102V0x213eV0x21b9V0x167	0x20abB0x20aeB0x2102B0x213eB0x21b9B0x167
0x2099V0x20aeB0x2102V0x213eV0x21b9V0x167	0x20a1B0x20aeB0x2102B0x213eB0x21b9B0x167
0x2139V0x21e6V0x167	0x51cbB0x21e6B0x167
0x2141V0x21e6V0x167	0x214eB0x21e6B0x167
0x2132V0x21e6V0x167	0x213eB0x21e6B0x167
0x207eV0x213eV0x21e6V0x167	0x515cB0x213eB0x21e6B0x167
0x20f2V0x213eV0x21e6V0x167	0x51a8B0x213eB0x21e6B0x167
0x20ebV0x213eV0x21e6V0x167	0x20f7B0x213eB0x21e6B0x167
0x2077V0x213eV0x21e6V0x167	0x2083B0x213eB0x21e6B0x167
0x211cV0x213eV0x21e6V0x167	0x20f9B0x213eB0x21e6B0x167
0x20feV0x213eV0x21e6V0x167	0x2120B0x213eB0x21e6B0x167
0x20c4V0x213eV0x21e6V0x167	0x20d4B0x213eB0x21e6B0x167
0x20c7V0x213eV0x21e6V0x167	0x20cfB0x213eB0x21e6B0x167
0x20cbV0x213eV0x21e6V0x167	0x2069B0x213eB0x21e6B0x167
0x2103V0x213eV0x21e6V0x167	0x210cB0x213eB0x21e6B0x167
0x2041V0x20cfV0x213eV0x21e6V0x167	0x5110B0x20cfB0x213eB0x21e6B0x167
0x203aV0x20cfV0x213eV0x21e6V0x167	0x2046B0x20cfB0x213eB0x21e6B0x167
0x205bV0x20cfV0x213eV0x21e6V0x167	0x2064B0x20cfB0x213eB0x21e6B0x167
0x2060V0x20cfV0x213eV0x21e6V0x167	0x201eB0x20cfB0x213eB0x21e6B0x167
0x201fV0x20cfV0x213eV0x21e6V0x167	0x2027B0x20cfB0x213eB0x21e6B0x167
0x2023V0x20cfV0x213eV0x21e6V0x167	0x1fe1B0x20cfB0x213eB0x21e6B0x167
0x2051V0x20cfV0x213eV0x21e6V0x167	0x2058B0x20cfB0x213eB0x21e6B0x167
0x2054V0x20cfV0x213eV0x21e6V0x167	0x1fccB0x20cfB0x213eB0x21e6B0x167
0x20b4V0x2102V0x213eV0x21e6V0x167	0x20bcB0x2102B0x213eB0x21e6B0x167
0x20a4V0x20aeB0x2102V0x213eV0x21e6V0x167	0x20abB0x20aeB0x2102B0x213eB0x21e6B0x167
0x2099V0x20aeB0x2102V0x213eV0x21e6V0x167	0x20a1B0x20aeB0x2102B0x213eB0x21e6B0x167
0x2139V0x2213V0x167	0x51cbB0x2213B0x167
0x2141V0x2213V0x167	0x214eB0x2213B0x167
0x2132V0x2213V0x167	0x213eB0x2213B0x167
0x207eV0x213eV0x2213V0x167	0x515cB0x213eB0x2213B0x167
0x20f2V0x213eV0x2213V0x167	0x51a8B0x213eB0x2213B0x167
0x20ebV0x213eV0x2213V0x167	0x20f7B0x213eB0x2213B0x167
0x2077V0x213eV0x2213V0x167	0x2083B0x213eB0x2213B0x167
0x211cV0x213eV0x2213V0x167	0x20f9B0x213eB0x2213B0x167
0x20feV0x213eV0x2213V0x167	0x2120B0x213eB0x2213B0x167
0x20c4V0x213eV0x2213V0x167	0x20d4B0x213eB0x2213B0x167
0x20c7V0x213eV0x2213V0x167	0x20cfB0x213eB0x2213B0x167
0x20cbV0x213eV0x2213V0x167	0x2069B0x213eB0x2213B0x167
0x2103V0x213eV0x2213V0x167	0x210cB0x213eB0x2213B0x167
0x2041V0x20cfV0x213eV0x2213V0x167	0x5110B0x20cfB0x213eB0x2213B0x167
0x203aV0x20cfV0x213eV0x2213V0x167	0x2046B0x20cfB0x213eB0x2213B0x167
0x205bV0x20cfV0x213eV0x2213V0x167	0x2064B0x20cfB0x213eB0x2213B0x167
0x2060V0x20cfV0x213eV0x2213V0x167	0x201eB0x20cfB0x213eB0x2213B0x167
0x201fV0x20cfV0x213eV0x2213V0x167	0x2027B0x20cfB0x213eB0x2213B0x167
0x2023V0x20cfV0x213eV0x2213V0x167	0x1fe1B0x20cfB0x213eB0x2213B0x167
0x2051V0x20cfV0x213eV0x2213V0x167	0x2058B0x20cfB0x213eB0x2213B0x167
0x2054V0x20cfV0x213eV0x2213V0x167	0x1fccB0x20cfB0x213eB0x2213B0x167
0x20b4V0x2102V0x213eV0x2213V0x167	0x20bcB0x2102B0x213eB0x2213B0x167
0x20a4V0x20aeB0x2102V0x213eV0x2213V0x167	0x20abB0x20aeB0x2102B0x213eB0x2213B0x167
0x2099V0x20aeB0x2102V0x213eV0x2213V0x167	0x20a1B0x20aeB0x2102B0x213eB0x2213B0x167
0x2325V0x183	0x532fB0x183
0x2342V0x183	0x5352B0x183
0x231eV0x183	0x232aB0x183
0x233bV0x183	0x2347B0x183
0x2348V0x183	0x2353B0x183
0x22f7V0x2347V0x183	0x530cB0x2347B0x183
0x22ffV0x2347V0x183	0x230cB0x2347B0x183
0x22f0V0x2347V0x183	0x22fcB0x2347B0x183
0x2240V0x22fcV0x2347V0x183	0x529dB0x22fcB0x2347B0x183
0x22b0V0x22fcV0x2347V0x183	0x52e9B0x22fcB0x2347B0x183
0x22a9V0x22fcV0x2347V0x183	0x22b5B0x22fcB0x2347B0x183
0x2239V0x22fcV0x2347V0x183	0x2245B0x22fcB0x2347B0x183
0x22daV0x22fcV0x2347V0x183	0x22b7B0x22fcB0x2347B0x183
0x22bcV0x22fcV0x2347V0x183	0x22deB0x22fcB0x2347B0x183
0x2282V0x22fcV0x2347V0x183	0x2292B0x22fcB0x2347B0x183
0x2285V0x22fcV0x2347V0x183	0x228dB0x22fcB0x2347B0x183
0x2289V0x22fcV0x2347V0x183	0x222bB0x22fcB0x2347B0x183
0x22c1V0x22fcV0x2347V0x183	0x22caB0x22fcB0x2347B0x183
0x2041V0x228dV0x22fcV0x2347V0x183	0x5110B0x228dB0x22fcB0x2347B0x183
0x203aV0x228dV0x22fcV0x2347V0x183	0x2046B0x228dB0x22fcB0x2347B0x183
0x205bV0x228dV0x22fcV0x2347V0x183	0x2064B0x228dB0x22fcB0x2347B0x183
0x2060V0x228dV0x22fcV0x2347V0x183	0x201eB0x228dB0x22fcB0x2347B0x183
0x201fV0x228dV0x22fcV0x2347V0x183	0x2027B0x228dB0x22fcB0x2347B0x183
0x2023V0x228dV0x22fcV0x2347V0x183	0x1fe1B0x228dB0x22fcB0x2347B0x183
0x2051V0x228dV0x22fcV0x2347V0x183	0x2058B0x228dB0x22fcB0x2347B0x183
0x2054V0x228dV0x22fcV0x2347V0x183	0x1fccB0x228dB0x22fcB0x2347B0x183
0x2272V0x22c0V0x22fcV0x2347V0x183	0x227aB0x22c0B0x22fcB0x2347B0x183
0x2262V0x226cB0x22c0V0x22fcV0x2347V0x183	0x2269B0x226cB0x22c0B0x22fcB0x2347B0x183
0x2257V0x226cB0x22c0V0x22fcV0x2347V0x183	0x225fB0x226cB0x22c0B0x22fcB0x2347B0x183
0x1cf4V0x2256V0x226cB0x22c0V0x22fcV0x2347V0x183	0x1cfcB0x2256B0x226cB0x22c0B0x22fcB0x2347B0x183
0x1cf8V0x2256V0x226cB0x22c0V0x22fcV0x2347V0x183	0x1cd3B0x2256B0x226cB0x22c0B0x22fcB0x2347B0x183
0x173cV0x17c	0x185eB0x17c
0x1784V0x17c	0x1790B0x17c
0x178bV0x17c	0x4f94B0x17c
0x17abV0x17c	0x17b4B0x17c
0x17c4V0x17c	0x17cfB0x17c
0x17eaV0x17c	0x17f3B0x17c
0x1833V0x17c	0x183aB0x17c
0x1841V0x17c	0x184cB0x17c
0x185aV0x17c	0x1736B0x17c
0x186aV0x17c	0x198cB0x17c
0x18b2V0x17c	0x18beB0x17c
0x18b9V0x17c	0x4fe0B0x17c
0x18d9V0x17c	0x18e2B0x17c
0x18f2V0x17c	0x18fdB0x17c
0x1918V0x17c	0x1921B0x17c
0x1961V0x17c	0x1968B0x17c
0x196fV0x17c	0x197aB0x17c
0x1988V0x17c	0x1864B0x17c
0x1998V0x17c	0x1abaB0x17c
0x19e0V0x17c	0x19ecB0x17c
0x19e7V0x17c	0x502cB0x17c
0x1a07V0x17c	0x1a10B0x17c
0x1a20V0x17c	0x1a2bB0x17c
0x1a46V0x17c	0x1a4fB0x17c
0x1a8fV0x17c	0x1a96B0x17c
0x1a9dV0x17c	0x1aa8B0x17c
0x1ab6V0x17c	0x1992B0x17c
0x1ac6V0x17c	0x1be8B0x17c
0x1b0eV0x17c	0x1b1aB0x17c
0x1b15V0x17c	0x5078B0x17c
0x1b35V0x17c	0x1b3eB0x17c
0x1b4eV0x17c	0x1b59B0x17c
0x1b74V0x17c	0x1b7dB0x17c
0x1bbdV0x17c	0x1bc4B0x17c
0x1bcbV0x17c	0x1bd6B0x17c
0x1be4V0x17c	0x1ac0B0x17c
0x1bfaV0x198	0x1c7fB0x198
0x1c04V0x198	0x1c10B0x198
0x1c0bV0x198	0x50c4B0x198
0x1c55V0x198	0x1c5cB0x198
0x1c63V0x198	0x1c6eB0x198
0x1c7bV0x198	0x1bf4B0x198
0x23b2V0x1790V0x17c	0x23bdB0x1790B0x17c
0x23b9V0x1790V0x17c	0x239bB0x1790B0x17c
0x239cV0x1790V0x17c	0x23a4B0x1790B0x17c
0x23b2V0x18beV0x17c	0x23bdB0x18beB0x17c
0x23b9V0x18beV0x17c	0x239bB0x18beB0x17c
0x239cV0x18beV0x17c	0x23a4B0x18beB0x17c
0x23b2V0x19ecV0x17c	0x23bdB0x19ecB0x17c
0x23b9V0x19ecV0x17c	0x239bB0x19ecB0x17c
0x239cV0x19ecV0x17c	0x23a4B0x19ecB0x17c
0x23b2V0x1b1aV0x17c	0x23bdB0x1b1aB0x17c
0x23b9V0x1b1aV0x17c	0x239bB0x1b1aB0x17c
0x239cV0x1b1aV0x17c	0x23a4B0x1b1aB0x17c
0x23e7V0x17cfV0x17c	0x5398B0x17cfB0x17c
0x23e0V0x17cfV0x17c	0x23ecB0x17cfB0x17c
0x23eeV0x17cfV0x17c	0x23f9B0x17cfB0x17c
0x23c9V0x23ecV0x17cfV0x17c	0x23d1B0x23ecB0x17cfB0x17c
0x2262V0x23c3B0x23ecV0x17cfV0x17c	0x2269B0x23c3B0x23ecB0x17cfB0x17c
0x2257V0x23c3B0x23ecV0x17cfV0x17c	0x225fB0x23c3B0x23ecB0x17cfB0x17c
0x1cf4V0x2256V0x23c3B0x23ecV0x17cfV0x17c	0x1cfcB0x2256B0x23c3B0x23ecB0x17cfB0x17c
0x1cf8V0x2256V0x23c3B0x23ecV0x17cfV0x17c	0x1cd3B0x2256B0x23c3B0x23ecB0x17cfB0x17c
0x23e7V0x18fdV0x17c	0x5398B0x18fdB0x17c
0x23e0V0x18fdV0x17c	0x23ecB0x18fdB0x17c
0x23eeV0x18fdV0x17c	0x23f9B0x18fdB0x17c
0x23c9V0x23ecV0x18fdV0x17c	0x23d1B0x23ecB0x18fdB0x17c
0x2262V0x23c3B0x23ecV0x18fdV0x17c	0x2269B0x23c3B0x23ecB0x18fdB0x17c
0x2257V0x23c3B0x23ecV0x18fdV0x17c	0x225fB0x23c3B0x23ecB0x18fdB0x17c
0x1cf4V0x2256V0x23c3B0x23ecV0x18fdV0x17c	0x1cfcB0x2256B0x23c3B0x23ecB0x18fdB0x17c
0x1cf8V0x2256V0x23c3B0x23ecV0x18fdV0x17c	0x1cd3B0x2256B0x23c3B0x23ecB0x18fdB0x17c
