0x2c7
0x3a2
0x47d
0x558
0x64c
0x756
0x860
0x96a
0xabe
0xb99
0xc74
0xd4f
0xfb3
0x1200
0x14c0
0x170e
0x178f
0x18bd
0x19eb
0x1b19
0x1c0f
0x2045
0x2082
0x20f6
0x213d
0x216e
0x218b
0x21b8
0x21e5
0x2212
0x2244
0x22b4
0x22fb
0x2329
0x2346
0x2384
0x23eb
0x2495
0x24ee
