theta,tag,seed,fold,model,n_test,n_positive,n_negative,n_test_families,AUPRC,AUROC,Brier,threshold_05,recall_at_5pct_nominal_fpr,realized_fpr_at_threshold,positive_rate
0.85,theta085,7702,0,authguard_seq,462,176,286,163,0.8533657997779253,0.8875258264462811,0.1591062019446157,0.5895630694816107,0.6079545454545454,0.024475524475524476,0.38095238095238093
0.85,theta085,7702,0,emulator_logreg,462,176,286,163,0.9659651192246784,0.9821996185632549,0.047649757274451,0.7969111779176588,0.875,0.06993006993006994,0.38095238095238093
0.85,theta085,7702,1,authguard_seq,431,137,294,153,0.9493847241745814,0.9842469834649189,0.04093463693432502,0.6041332039697133,0.9927007299270073,0.05782312925170068,0.31786542923433875
0.85,theta085,7702,1,emulator_logreg,431,137,294,153,0.9156005616333087,0.9666070807885198,0.05363306669747322,0.7755189596978492,0.7664233576642335,0.05782312925170068,0.31786542923433875
0.85,theta085,7702,2,authguard_seq,433,156,277,157,0.9838254240345996,0.9884291400536889,0.08962462247464427,0.7842306464449611,0.9743589743589743,0.08303249097472924,0.36027713625866054
0.85,theta085,7702,2,emulator_logreg,433,156,277,157,0.9447401894238083,0.9722530778487457,0.0582413256964994,0.7583170159244678,0.6153846153846154,0.018050541516245487,0.36027713625866054
0.85,theta085,7702,3,authguard_seq,438,108,330,157,0.9291715196957719,0.9804152637485971,0.03870312569146217,0.020930564780222406,0.9351851851851852,0.06666666666666667,0.2465753424657534
0.85,theta085,7702,3,emulator_logreg,438,108,330,157,0.9178725483450246,0.9782828282828283,0.047599270913763446,0.808365970563104,0.7222222222222222,0.01818181818181818,0.2465753424657534
0.85,theta085,7702,4,authguard_seq,426,150,276,160,0.9518625514844375,0.9791908212560387,0.024302529912445556,0.2105616029279792,0.96,0.021739130434782608,0.352112676056338
0.85,theta085,7702,4,emulator_logreg,426,150,276,160,0.8690067365383215,0.9505434782608695,0.08396777971123502,0.8561029301589052,0.7533333333333333,0.05434782608695652,0.352112676056338
