0x157	10	0x14b	1
0x157	10	0x1ff	1
0x157	10	0x1ebb	1
0x157	10	0x98f6	1
0x157	10	0x996f	1
0x157	10	0x9a0b	1
0x157	10	0x9a6f	1
0x157	10	0x202c7	1
0x157	10	0x202fe	1
0x157	10	0x2032b	1
0x4a0	6	0x652	2
0x102b	3	0x812	1
0x102b	3	0xac5	1
0x102b	3	0xbd6	1
0x1d28	4	0x1d92	1
0x1d28	4	0x1ef4	1
0x1d28	4	0x1f3b	1
0x1d28	4	0x1f72	1
0x1fc5	6	0x558	1
0x1fc5	6	0x571	1
0x1fc5	6	0x770	1
0x1fc5	6	0x79e	1
0x1fc5	6	0x840	1
0x1fc5	6	0x86d	1
0x1fec	3	0x568	1
0x1fec	3	0x77e	1
0x1fec	3	0x84e	1
0x2021	17	0x10ac	3
0x2021	17	0x11d9	3
0x2021	17	0x122e	3
0x203a	19	0x110f	3
0x203a	19	0x123e	3
0x203a	19	0x1263	3
0x2308	15	0x109a	3
0x2308	15	0x10d5	3
0x2308	15	0x10fd	3
0x2326	11	0x111d	3
0x2326	11	0x1255	3
0x2326	11	0x1279	3
