0x1d7	0x4a0	0x98f6
0x251	0x73f	0x994e
0xa2e	0x1318	0xa3f
0xa3f	0x1344	0xa47
0x1d1cB0x223	0x1cdf	0x1bad2B0x223
0x1d1cB0x261	0x1cdf	0x1bad2B0x261
0x181cB0x1318	0x2390	0x1828B0x1318
0x1b5dB0x1318	0x1b9a	0x1b69B0x1318
0x1828B0x1318	0x2390	0x1854B0x1318
0x181cB0x1344	0x2390	0x1828B0x1344
0x1b5dB0x1344	0x1b9a	0x1b69B0x1344
0x1828B0x1344	0x2390	0x1854B0x1344
0x1db6B0x242	0x1cdf	0x1dc3B0x242
0xe286B0x270	0x1301	0xe261B0x270
0x1298bB0x32a	0x1301	0xe2ceB0x32a
0xd98B0x4a0	0x1660	0x1706cB0x4a0
0xd98B0x8e4	0x1660	0x1706cB0x8e4
0x652B0x232	0x4a0	0x65aB0x232
0xe286B0x6cfB0x232	0x1301	0xe261B0x6cfB0x232
0x652B0x73f	0x4a0	0x65aB0x73f
0xe286B0x6cfB0x73f	0x1301	0xe261B0x6cfB0x73f
0x15acB0xadeB0x37c	0x1660	0x1b857B0xadeB0x37c
0xb34B0x39b	0x4a0	0xb42B0x39b
0x1298bB0x1602B0xbc6B0x39b	0x1301	0xe2ceB0x1602B0xbc6B0x39b
0xe57B0x582B0x1fa	0x4a0	0xe60B0x582B0x1fa
0xcd2B0x1c5	0x4a0	0xcdcB0x1c5
