0xd02	6	0x25c	2
0xd3a	6	0x4dd	1
0xd3a	6	0x55d	1
0xd3a	6	0xc73	1
0xd3a	6	0xcf3	1
0xd3a	6	0x1a09	1
0xd3a	6	0x1ec8	1
0x2352	8	0x1e16	1
0x2352	8	0x1e27	1
0x2352	8	0x1f45	1
0x2352	8	0x1f56	1
0x2352	8	0x2254	1
0x2352	8	0x2267	1
0x2352	8	0x231c	1
0x2352	8	0x232e	1
0x27d4	12	0x2bd1	2
0x27d4	12	0x2cb5	2
0x27d4	12	0x34b3	2
0x2838	174	0x31b7	22
0x2838	174	0x31c1	22
0x2841	15	0x3672	7
0x2850	5	0x89	1
0x2850	5	0x1dd1	1
0x2850	5	0x1ee0	1
0x2850	5	0x22d7	1
0x2850	5	0x2550	1
0x29cc	7	0x29db	2
0x2a62	9	0x2ade	2
0x2a62	9	0x2b9e	2
0x2a62	9	0x2cab	2
0x2a62	9	0x2cf0	2
0x2abd	11	0x2b11	2
0x30af	18	0x30be	8
0x30be	8	0x276	2
0x30eb	7	0x2f0	2
0x3143	12	0x314	2
0x3176	19	0x31e	2
0x3176	19	0x32e	2
0x3176	19	0x346	2
0x3176	19	0x355	2
0x31b7	22	0x33c	2
0x3217	7	0x35f	2
0x325b	5	0x4b9	1
0x325b	5	0x539	1
0x325b	5	0xc4f	1
0x325b	5	0xccf	1
0x325b	5	0x1b55	1
0x339d	4	0x9fe	1
0x339d	4	0xa8b	1
0x339d	4	0xfef	1
0x339d	4	0x10bd	1
0x39d2	3	0x3a0a	1
0x39d2	3	0x3a72	1
0x39d2	3	0x3b6b	1
