0x124	0x593	0	Regular
0x124	0x593	1	Regular
0x124	0x593	2	Regular
0xaab	0x133c	1	Regular
0xaab	0x133c	2	Regular
0xaab	0x133c	3	Regular
0x1006	0x20e7	0	Regular
0x20e7	0x2444	0	Regular
