item_id,dependence_cluster_id,dependence_cluster_size,authority_address,creator_address,creator_kind,linkage_evidence
ethereum:0xd7d20e03c9793bd1b63291eea0021c8cc096a915,D0121,1,0x9f134f1324ab1a78f3e148a0443bea672ddc733b,0x14f9f76863b57e89f2d482557828337234dcacad,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xdba6f9e5658b5f196b3665e6fce4a509701e744e,D0122,1,0x7193b82899461a6ac45b528d48d74355f54e7f56,0xd004027c4bc2e0bde51c23b06e80d63bcd279caf,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xded68cc370dcdefed0dcb8b507b81f50f0ce175c,D0123,1,0x988b23cb7612b606ed17e175d99b03b607478a95,0x039840a54ba2be89f2d27b2b0b3f9ddd13724baf,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xe58c00943c99841717d9f62416173ba54607dbe2,D0124,1,0xde7624987535d5ae529f89fa259c57d291272ebf,0xad0d5a7c2a710642358aeeb81dd7735cea5499e6,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xe676506e974bab214e42050cd04e383fb83612dd,D0125,1,0x0a0d441d6e290b18161e74b4fa302a768f19bb37,0x0a0d441d6e290b18161e74b4fa302a768f19bb37,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xead130e5dba3d46757e53c296fbb41fd207fe591,D0034,3,0x7d3bac5b641a26ed66ec764cbbf6988f14217d60,0x284013665193b6f99f7d317f1ea1068e585e8057,EOA,SHARED_DEPLOYER_EOA
ethereum:0xebc9bedfedfbf8761819bb610e6452f502f0b65c,D0126,1,0xbb2dea76c3617d9025f74a164370eceb26218f29,0x4e59b44847b379578588920ca78fbf26c0b4956c,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xf0d89d8a4492070063fd40ac5855cf4d4c8b2ecd,D0127,1,0xaf7a0ef58f1f1c18004c1469b68b18500ba4e6bf,0x5aba7101e1ebc788394e907eae3f17930b03c97d,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xf0eacad7efd813774d6ba2b1b1317666d18fd90d,D0089,2,0x5487b05d3998c78512826bdeb6bc6eeaffa24dbb,0x0036c5199a8a87dcb7ef5d09bb6199f850fedfd8,EOA,SHARED_DEPLOYER_EOA
ethereum:0xf2e357ee8874272e10b3141e32e66df0eb6e9b15,D0128,1,0x09ab8f8646916732748ac7881f0dcf4abd37408b,0xde5ad0415ec4a741c73fde55de1bc829b42ed341,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xf32e5f1fcac29ff40f0eeb1861444e889ecbb74e,D0129,1,0xf4f611ab7ac539dc2b7ee1776af4da6f95642aaf,0x0b1ae495d02a08c1bdde77c080c0626d94b77090,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xf456464cd3ac63e94e122a88ec8d2bb9605d3823,D0130,1,0x985efb092f796120a43ff7f6b728b8a7611324be,0x1380ddbf66f7d79b3715fa0a9792fd959b0b2dfe,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xf5f53fd1f149e5546a468315ba20d80823869144,D0131,1,0x2b22b1559d8ffba952f44fe4e1f69a510f83f909,0x807fc1c9d2d79cae770244e1bc554a4ff3cedf9e,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xfa55d2542b1b49ff2b8fd9e8d5a90874d9a3b3e5,D0132,1,0xc3c56efc4ef0819e697b71d1ad78699423a3a7b1,0xc3c56efc4ef0819e697b71d1ad78699423a3a7b1,CONTRACT,SINGLETON_NO_MUST_LINK
ethereum:0xfb5451b7628d77701ccae272c5a7a48365800995,D0009,3,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,CONTRACT,SHARED_AUTHORITY_EOA
ethereum:0xfc18af07e9d58230326560e956649d7d1769facf,D0133,1,0x5949ab23c1332234cbd15a90bc63bef8151166ea,0x00b084456d81840fb133d83f03c392dc7cf7777c,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xfde47924c7cf623573e2ff7260f0a9f9ecceb39e,D0134,1,0xd5adabc8f98a485c8efa50599afbe926b3e6dd49,0x024b9e8e4c6c99a4cddec99eb81de826ce961238,EOA,SINGLETON_NO_MUST_LINK
ethereum:0xfe01f1d8c4bc794f8fca6d7f39915c6af2bd6980,D0135,1,0xd6be0c4f66c7311c6aea22c911994dc2f11762b6,0xd6be0c4f66c7311c6aea22c911994dc2f11762b6,CONTRACT,SINGLETON_NO_MUST_LINK
