0x76	0xf7
0xff	0x1f1
0x1fb	0x844
0x84a	0x9cd
0xa7d	0xabc
0xac7	0xae6
0xb31	0xb41
0xb65	0xba6
0xbec	0xc25
0xc2f	0xc47
0xc4f	0xd0c
0x9d4	0x3ad6
0xb01	0x3afa
0xb1e	0x3b44
0xb48	0x3b8e
0xbd9	0x3bb2
